	antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction
1566	frozenset({680, 431})	frozenset({32})	0.008021390374331552	0.05731951871657754	0.008021390374331552	1.0	17.44606413994169	0.007561608138637079	inf
53	frozenset({599})	frozenset({18, 859})	0.10736965240641712	0.019134358288770054	0.01838235294117647	0.17120622568093385	8.947581261787844	0.016327903542691383	1.1834857742712963
720	frozenset({842, 947})	frozenset({76})	0.009274732620320856	0.009274732620320856	0.009274732620320856	1.0	107.81981981981981	0.009188711955142412	inf
553	frozenset({909})	frozenset({32})	0.01044451871657754	0.05731951871657754	0.01044451871657754	1.0	17.44606413994169	0.00984584393051703	inf
561	frozenset({909})	frozenset({228})	0.01044451871657754	0.12842580213903743	0.01044451871657754	1.0	7.7865972674040345	0.00910317302244488	inf
1107	frozenset({450})	frozenset({672})	0.008689839572192513	0.008689839572192513	0.008689839572192513	1.0	115.07692307692308	0.00861432626040207	inf
263	frozenset({18, 599})	frozenset({1046})	0.032754010695187165	0.025651737967914437	0.013619652406417113	0.4158163265306123	16.21006448181879	0.012779455106665906	1.6678799943955354
795	frozenset({842})	frozenset({576})	0.027322860962566847	0.009274732620320856	0.009274732620320856	0.3394495412844037	36.59938837920489	0.009021320390470846	1.4998479742275697
555	frozenset({228, 431})	frozenset({909})	0.08188502673796791	0.01044451871657754	0.01044451871657754	0.12755102040816327	12.212244897959184	0.009589269022205383	1.1342273352722267
306	frozenset({362})	frozenset({591})	0.01328542780748663	0.01328542780748663	0.01328542780748663	1.0	75.27044025157232	0.013108925215458691	inf
428	frozenset({601, 9})	frozenset({1003})	0.012115641711229946	0.02540106951871658	0.012115641711229946	1.0	39.368421052631575	0.011807891453859132	inf
904	frozenset({801, 562})	frozenset({95})	0.009024064171122994	0.009024064171122994	0.009024064171122994	1.0	110.81481481481482	0.008942630436958449	inf
802	frozenset({337})	frozenset({76})	0.009608957219251337	0.009274732620320856	0.009274732620320856	0.9652173913043479	104.0695652173913	0.009185612111352198	28.483351437165847
1204	frozenset({41})	frozenset({735})	0.008522727272727272	0.01579211229946524	0.008522727272727272	1.0	63.32275132275132	0.008388135406538648	inf
448	frozenset({816})	frozenset({296})	0.022225935828877004	0.021808155080213904	0.011697860962566845	0.5263157894736843	24.133897963299056	0.011213154307207812	2.0650716726084375
452	frozenset({45})	frozenset({1045})	0.011781417112299465	0.022476604278074866	0.011697860962566845	0.9929078014184397	44.175169395449394	0.011433054712298751	137.83079879679124
867	frozenset({867})	frozenset({44, 214})	0.009107620320855615	0.009107620320855615	0.009107620320855615	1.0	109.79816513761467	0.009024671572946752	inf
623	frozenset({31})	frozenset({516})	0.07946189839572193	0.01303475935828877	0.009525401069518716	0.1198738170347003	9.196473347892905	0.008489634345777689	1.121390613919077
1176	frozenset({539, 735})	frozenset({41})	0.008522727272727272	0.008522727272727272	0.008522727272727272	1.0	117.33333333333334	0.008450090392561983	inf
991	frozenset({379})	frozenset({78, 1047})	0.008856951871657755	0.008856951871657755	0.008856951871657755	1.0	112.90566037735849	0.008778506275200893	inf
1529	frozenset({779, 1007})	frozenset({517})	0.008021390374331552	0.008021390374331552	0.008021390374331552	1.0	124.66666666666666	0.007957047670794132	inf
170	frozenset({34, 228})	frozenset({930})	0.024565508021390375	0.016042780748663103	0.016042780748663103	0.653061224489796	40.70748299319728	0.015648681689496412	2.8361119849009127
520	frozenset({611})	frozenset({241, 846})	0.011196524064171123	0.011196524064171123	0.011196524064171123	1.0	89.3134328358209	0.01107116191305156	inf
756	frozenset({947})	frozenset({337, 76})	0.009274732620320856	0.009274732620320856	0.009274732620320856	1.0	107.81981981981981	0.009188711955142412	inf
615	frozenset({846})	frozenset({625})	0.028910427807486632	0.01554144385026738	0.009525401069518716	0.32947976878612717	21.20007458512027	0.009076091279061454	1.468201122533653
362	frozenset({9})	frozenset({243})	0.07494986631016043	0.012449866310160427	0.012449866310160427	0.1661092530657748	13.342251950947603	0.011516750494634532	1.1842680079141525
